受補（捐）助單位,核准日期,累計撥付金額,補（捐）助事項或用途,縣市代碼
宜蘭縣政府衛生局,1130101,4273000,113年傳染病防治計畫,10002
花蓮縣衛生局,1130101,6336000,113年傳染病防治計畫,10015
金門縣衛生局,1130101,715000,113年傳染病防治計畫,09020
南投縣政府衛生局,1130101,7338000,113年傳染病防治計畫,10008
屏東縣政府衛生局,1130101,13370000,113年傳染病防治計畫,10013
苗栗縣政府衛生局,1130101,3750000,113年傳染病防治計畫,10005
桃園市政府衛生局,1130101,5234000,113年傳染病防治計畫,68000
高雄市政府衛生局,1130101,13583000,113年傳染病防治計畫,64000
基隆市衛生局,1130101,1988000,113年傳染病防治計畫,10017
連江縣衛生局,1130101,304000,113年傳染病防治計畫,09007
雲林縣衛生局,1130101,2844000,113年傳染病防治計畫,10009
新北市政府衛生局,1130101,5468000,113年傳染病防治計畫,65000
新竹市衛生局,1130101,1954181,113年傳染病防治計畫,10018
新竹縣政府衛生局,1130101,4045000,113年傳染病防治計畫,10004
嘉義市政府衛生局,1130101,1792000,113年傳染病防治計畫,10020
嘉義縣衛生局,1130101,5383000,113年傳染病防治計畫,10010
彰化縣衛生局,1130101,3184000,113年傳染病防治計畫,10007
臺中市政府衛生局,1130101,5340000,113年傳染病防治計畫,10019
臺東縣衛生局,1130101,4925000,113年傳染病防治計畫,10014
臺南市政府衛生局,1130101,10356000,113年傳染病防治計畫,10021
澎湖縣政府衛生局,1130101,1356000,113年傳染病防治計畫,10016
臺南市政府衛生局,1130612,7000000,113年度臺南市登革熱天溝拆除及維護計畫,10021
高雄市政府衛生局,1131106,20000000,113年登革熱緊急防治工作計畫,64000
雲林縣衛生局,1131122,1595000,補助地方政府辦理登革熱緊急防治計畫,10009
天主教靈醫會醫療財團法人羅東聖母醫院,1130101,110000,113年度山地原鄉合作院所胸部X光篩檢補助計畫,10002
國立陽明交通大學附設醫院,1130101,119000,113年度山地原鄉合作院所胸部X光篩檢補助計畫,10002
醫療財團法人羅許基金會羅東博愛醫院,1130101,85000,113年度山地原鄉合作院所胸部X光篩檢補助計畫,10002
佛教慈濟醫療財團法人玉里慈濟醫院,1130101,132000,113年度山地原鄉合作院所胸部X光篩檢補助計畫,10015
佛教慈濟醫療財團法人花蓮慈濟醫院,1130101,90000,113年度山地原鄉合作院所胸部X光篩檢補助計畫,10015
臺北榮民總醫院玉里分院,1130101,66000,113年度山地原鄉合作院所胸部X光篩檢補助計畫,10015
水里社區基督聯合診所,1130101,82000,113年度山地原鄉合作院所胸部X光篩檢補助計畫,10008
竹山秀傳醫療社團法人竹山秀傳醫院,1130101,127000,113年度山地原鄉合作院所胸部X光篩檢補助計畫,10008
佑民醫療社團法人佑民醫院,1130101,57000,113年度山地原鄉合作院所胸部X光篩檢補助計畫,10008
埔基醫療財團法人埔里基督教醫院,1130101,230000,113年度山地原鄉合作院所胸部X光篩檢補助計畫,10008
