受補（捐）助單位,核准日期,累計撥付金額,補（捐）助事項或用途,縣市代碼
財團法人私立高雄醫學大學附設中和紀念醫院,1051219,536907,105-106年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥前驅計畫,64000
台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,1060101,50000,106年度補助醫院辦理漢生病個案確診及治療計畫,63000
中華身心健康促進暨研究協會,1060120,140000,106年補助民間團體及大專院校愛滋病防治工作計畫,68000
世界和平婦女會台灣總會,1060120,80000,106年補助民間團體及大專院校愛滋病防治工作計畫,63000
台灣愛滋病學會,1060120,400000,106年補助民間團體及大專院校愛滋病防治工作計畫,63000
社團法人中華民國台灣懷愛協會,1060120,100000,106年補助民間團體及大專院校愛滋病防治工作計畫,66000
社團法人中華民國社會工作師公會全國聯合會,1060120,100000,106年補助民間團體及大專院校愛滋病防治工作計畫,66000
社團法人中華民國愛滋感染者權益促進會,1060120,320000,106年補助民間團體及大專院校愛滋病防治工作計畫,63000
社團法人台灣世界快樂聯盟,1060120,100000,106年補助民間團體及大專院校愛滋病防治工作計畫,10013
社團法人台灣愛之希望協會,1060120,280000,106年補助民間團體及大專院校愛滋病防治工作計畫,64000
社團法人台灣愛滋病護理學會,1060120,360000,106年補助民間團體及大專院校愛滋病防治工作計畫,63000
社團法人台灣愛滋關懷協會,1060120,80000,106年補助民間團體及大專院校愛滋病防治工作計畫,63000
社團法人台灣露德協會,1060120,1160000,106年補助民間團體及大專院校愛滋病防治工作計畫,63000
財團法人台灣紅絲帶基金會,1060120,720000,106年補助民間團體及大專院校愛滋病防治工作計畫,63000
財團法人台灣關愛基金會,1060120,100000,106年補助民間團體及大專院校愛滋病防治工作計畫,63000
財團法人護理人員愛滋病防治基金會,1060120,100000,106年補助民間團體及大專院校愛滋病防治工作計畫,63000
社團法人臺灣兒科醫學會,1060202,300000,辦理106年新生兒暨兒童重要傳染病防治研討會,63000
大千綜合醫院,1060207,30000,愛滋防治替代治療補助計畫,10005
中國醫藥大學北港附設醫院,1060207,60000,愛滋防治替代治療補助計畫,10009
中國醫藥大學附設醫院,1060207,320000,愛滋防治替代治療補助計畫,66000
天主教若瑟醫療財團法人若瑟醫院,1060207,150000,愛滋防治替代治療補助計畫,10009
天主教耕莘醫療財團法人耕莘醫院,1060207,60000,愛滋防治替代治療補助計畫,65000
台南市立醫院,1060207,60000,愛滋防治替代治療補助計畫,67000
