受補（捐）助單位,核准日期,累計撥付金額,補（捐）助事項或用途,縣市代碼
國防醫學院,1110413,1238000,協助執行「高危險病原體及列管毒素之檢驗」,63000
新北市政府衛生局,1110325,2517000,傳染病防治計畫,65000
臺中市政府衛生局,1110325,2679000,傳染病防治計畫,66000
臺中市政府衛生局,1110627,38400000,因應嚴重特殊傳染性肺炎地方政府防疫動員計畫補助方案,66000
臺南市政府衛生局,1110325,5993000,傳染病防治計畫,67000
高雄市政府衛生局,1110325,5257000,傳染病防治計畫,64000
桃園市政府衛生局,1110325,3360000,傳染病防治計畫,68000
宜蘭縣政府衛生局,1110325,1976000,傳染病防治計畫,10002
花蓮縣衛生局,1110325,2596000,傳染病防治計畫,10015
金門縣衛生局,1110325,281000,傳染病防治計畫,09020
南投縣政府衛生局,1110325,2926000,傳染病防治計畫,10008
屏東縣政府衛生局,1110325,6348000,傳染病防治計畫,10013
苗栗縣政府衛生局,1110325,1558000,傳染病防治計畫,10005
基隆市衛生局,1110325,851000,傳染病防治計畫,10017
連江縣衛生福利局,1110325,140000,傳染病防治計畫,09007
雲林縣衛生局,1110325,1121000,傳染病防治計畫,10009
新竹市衛生局,1110325,797000,傳染病防治計畫,10018
新竹縣政府衛生局,1110325,1742000,傳染病防治計畫,10004
嘉義市政府衛生局,1110325,1224000,傳染病防治計畫,10020
嘉義縣衛生局,1110325,2531000,傳染病防治計畫,10010
彰化縣衛生局,1110325,1301000,傳染病防治計畫,10007
臺東縣衛生局,1110325,2166000,傳染病防治計畫,10014
澎湖縣政府衛生局,1110325,596000,傳染病防治計畫,10016
金門縣衛生局,1110610,9420000,因應嚴重特殊傳染性肺炎地方政府防疫動員計畫補助方案,09020
基隆市衛生局,1110615,19160000,因應嚴重特殊傳染性肺炎地方政府防疫動員計畫補助方案,10017
屏東縣政府衛生局,1110620,19450000,因應嚴重特殊傳染性肺炎地方政府防疫動員計畫補助方案,10013
臺東縣衛生局,1110620,9710000,因應嚴重特殊傳染性肺炎地方政府防疫動員計畫補助方案,10014
宜蘭縣政府衛生局,1110621,19160000,因應嚴重特殊傳染性肺炎地方政府防疫動員計畫補助方案,10002
花蓮縣衛生局,1110621,19450000,因應嚴重特殊傳染性肺炎地方政府防疫動員計畫補助方案,10015
新竹市衛生局,1110621,18890000,因應嚴重特殊傳染性肺炎地方政府防疫動員計畫補助方案,10018
彰化縣衛生局,1110621,19160000,因應嚴重特殊傳染性肺炎地方政府防疫動員計畫補助方案,10007
澎湖縣政府衛生局,1110623,9710000,因應嚴重特殊傳染性肺炎地方政府防疫動員計畫補助方案,10016
南投縣政府衛生局,1110624,9560000,因應嚴重特殊傳染性肺炎地方政府防疫動員計畫補助方案,10008
嘉義縣衛生局,1110628,9710000,因應嚴重特殊傳染性肺炎地方政府防疫動員計畫補助方案,10010
高雄榮民總醫院,1110101,25000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,64000
國立成功大學醫學院附設醫院,1110101,100000,111年度補助醫院辦理漢生病個案確診及治療計畫,67000
國立成功大學醫學院附設醫院,1110101,40000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,67000
國立陽明交通大學附設醫院,1110101,5000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,10002
國立彰化師範大學,1110101,20000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,10007
國立臺灣大學醫學院附設醫院,1110101,100000,111年度補助醫院辦理漢生病個案確診及治療計畫,63000
國立臺灣大學醫學院附設醫院,1110101,100000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,63000
國立臺灣大學醫學院附設醫院新竹台大分院生醫醫院竹北院區,1110101,6000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,10004
國?臺灣大學醫學院附設醫院新竹臺大分院新竹醫院,1110101,14000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,10018
臺中榮民總醫院,1110101,100000,111年度補助醫院辦理漢生病個案確診及治療計畫,66000
臺中榮民總醫院,1110101,1299604,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,66000
臺北市立聯合醫院林森中醫昆明院區,1110101,1935208,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,63000
臺北榮民總醫院,1110101,1259338,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,63000
衛生福利部桃園醫院,1110101,615898,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,68000
衛生福利部樂生療養院,1110101,100000,111年度補助醫院辦理漢生病個案確診及治療計畫,65000
疫苗基金,1110117,522000000,111年國庫撥補款,63000
國立成功大學醫學院附設醫院,1110504,950000,111年度傳染病防治醫療網支援合作醫院補（捐）助行政作業款調整,67000
國立臺灣大學醫學院附設醫院,1110504,950000,111年度傳染病防治醫療網支援合作醫院補（捐）助行政作業款調整,63000
疫苗基金,1110523,3745300000,撥補疫苗基金Moderna疫苗頭期款,63000
退撫基金,1110328,397573,本署聘任人員109年度調降退休所得節省經費挹注退撫基金,
中山醫學大學附設醫院,1110101,46000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,66000
天主教若瑟醫療財團法人若瑟醫院,1110101,6000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,10009
天主教靈醫會醫療財團法人羅東聖母醫院,1110101,2500,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,10002
台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,1110101,50000,111年度補助醫院辦理漢生病個案確診及治療計畫,63000
台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,1110101,20000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,63000
台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,1110101,25000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,10018
光宇學校財團法人元培醫事科技大學,1110101,10000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,10018
佛教慈濟醫療財團法人台北慈濟醫院,1110101,15000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,65000
奇美醫療財團法人奇美醫院,1110101,30000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,67000
財團法人台灣紅絲帶基金會,1110101,1080000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
財團法人台灣關愛基金會,1110101,1176000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
財團法人杏陵醫學基金會,1110101,400000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
財團法人私立高雄醫學大學附設中和紀念醫院,1110101,35000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,64000
財團法人護理人員愛滋病防治基金會,1110101,225000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
崇右學校財團法人崇右影藝科技大學,1110101,10000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,10017
彰化基督教醫療財團法人員林基督教醫院,1110101,35000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,10007
彰化基督教醫療財團法人彰化基督教醫院,1110101,40000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,10007
戴德森醫療財團法人嘉義基督教醫院,1110101,15000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,10020
醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,1110101,65000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,65000
中國醫藥大學附設醫院,1110504,800000,111年度傳染病防治醫療網支援合作醫院補（捐）助行政作業款調整,66000
佛教慈濟醫療財團法人花蓮慈濟醫院,1110504,750000,111年度傳染病防治醫療網支援合作醫院補（捐）助行政作業款調整,10015
長庚醫療財團法人林口長庚紀念醫院,1110504,900000,111年度傳染病防治醫療網支援合作醫院補（捐）助行政作業款調整,68000
財團法人私立高雄醫學大學附設中和紀念醫院,1110504,800000,111年度傳染病防治醫療網支援合作醫院補（捐）助行政作業款調整,64000
財團法人台灣肝臟研究暨教育基金會,1110608,300000,2022亞太肝臟研究學會單一主題會議(2022 APASL Single Topic Conference on Hepatocellular Carcinoma),63000
中華醫事科技大學,1110101,20000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,67000
世界和平婦女會台灣總會,1110101,80000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
台灣年輕藥師協會,1110101,140000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
台灣愛滋病學會,1110101,408000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人中華民國愛滋感染者權益促進會,1110101,255000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台北市日日春關懷互助協會,1110101,200000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣世界快樂聯盟,1110101,16000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,10013
社團法人台灣曾心為你社會服務協會,1110101,70000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,64000
社團法人台灣愛之希望協會,1110101,416000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,64000
社團法人台灣愛滋病護理學會,1110101,558400,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣新滋識同盟,1110101,300000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,65000
社團法人台灣跨虹者權益促進協會,1110101,160000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣露德協會,1110101,668800,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人桃園市藥師公會,1110101,75000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,68000
社團法人高雄市藥師公會,1110101,58000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,64000
高雄市立大同醫院(委託財團法人私立高雄醫學大學附設中和紀念醫院經營),1110101,10000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,64000
維尚泌尿科診所,1110101,9000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,63000
臺北市立萬芳醫院－委託財團法人臺北醫學大學辦理,1110101,40000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,63000
臺北市藥師公會,1110101,75000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
輝瑞大藥廠股份有限公司,1110601,3833200098,新型冠狀病毒(SARS-CoV-2)感染症患者治療用口服抗病毒藥物Paxlovid(PF-07321332(Nirmatrelvir)+ritonavir)採購案70萬人份(ZH111021),65000
美商默沙東藥廠股份有限公司台灣分公司,1110613,1075582080,新型冠狀病毒(SARS-CoV-2)感染症患者治療用口服抗病毒藥物Molnupiravir 100800人份,63000
衛生福利部中央健康保險署,1110623,2900000000,預撥醫療機構執行嚴重特殊傳染性肺炎(COVID-19)防疫業務獎勵費用至健保署,63000
美商默沙東藥廠股份有限公司台灣分公司,1110625,400000000,"新型冠狀病毒(SARS-CoV-2)感染症患者治療用口服抗病毒藥物Molnupiravir 201,600人份採購案",63000
華安藥品股份有限公司,1110616,527071414,"新型冠狀病毒(SARS-CoV-2)感染症患者治療用抗病毒藥劑Remdesivir 192,000劑",63000
復興公司及德國BioNTech公司,1110615,560455200,111年疫苗供應協議採購Pfizer-BioNTech疫苗405.796萬劑含兒童疫苗220萬劑及成人疫苗180萬劑,63000
個人,1110101,116427000,111年建構抗藥性結核病醫療照護體系,
個人,1110101,40610660,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,
個人,1110101,524100,111年補助臺南市政府衛生局配置保全人員,
個人,1110101,3149145,111年矯正機關潛伏結核感染篩檢與治療計畫,
個人,1110110,192980000,111年度結核病及漢生病直接觀察治療都治執行計畫,
個人,1110111,5009385,111年愛滋病指定醫事機構服務品質提升計畫,
