"單位類別","受補助單位","補助日期","撥款金額","核准日期","累計撥款金額","補助事項或支出用途","縣市別"
"補助其他政府機關","新北市政府衛生局","1080311","2,548,000 ","1080211","2,548,000 ","傳染病防治計畫","新北市"
"補助其他政府機關","臺中市政府衛生局","1080311","2,142,300 ","1080308","2,142,300 ","傳染病防治計畫","臺中市"
"補助其他政府機關","臺南市政府衛生局","1080311","4,833,466 ","1080211","4,833,466 ","傳染病防治計畫","臺南市"
"補助其他政府機關","高雄市政府衛生局","1080311","4,536,240 ","1080211","4,536,240 ","傳染病防治計畫","高雄市"
"補助其他政府機關","桃園市政府衛生局","1080311","2,136,650 ","1080211","2,136,650 ","傳染病防治計畫","桃園市"
"補助其他政府機關","宜蘭縣政府衛生局","1080311","1,280,160 ","1080211","1,280,160 ","傳染病防治計畫","宜蘭縣"
"補助其他政府機關","花蓮縣衛生局","1080311","1,193,000 ","1080211","1,193,000 ","傳染病防治計畫","花蓮縣"
"補助其他政府機關","南投縣政府衛生局","1080311","1,661,840 ","1080211","1,661,840 ","傳染病防治計畫","南投縣"
"補助其他政府機關","屏東縣政府衛生局","1080311","4,092,610 ","1080211","4,092,610 ","傳染病防治計畫","屏東縣"
"補助其他政府機關","苗栗縣政府衛生局","1080311","968,720 ","1080211","968,720 ","傳染病防治計畫","苗栗縣"
"補助其他政府機關","基隆市衛生局","1080311","665,790 ","1080211","665,790 ","傳染病防治計畫","基隆市"
"補助其他政府機關","雲林縣衛生局","1080311","1,087,500 ","1080211","1,087,500 ","傳染病防治計畫","雲林縣"
"補助其他政府機關","新竹市衛生局","1080311","521,200 ","1080211","521,200 ","傳染病防治計畫","新竹市"
"補助其他政府機關","新竹縣政府衛生局","1080311","1,166,100 ","1080211","1,166,100 ","傳染病防治計畫","新竹縣"
"補助其他政府機關","嘉義市政府衛生局","1080311","776,000 ","1080211","776,000 ","傳染病防治計畫","嘉義市"
"補助其他政府機關","嘉義縣衛生局","1080321","1,783,000 ","1080211","1,783,000 ","傳染病防治計畫","嘉義縣"
"補助其他政府機關","彰化縣衛生局","1080311","1,631,000 ","1080211","1,631,000 ","傳染病防治計畫","彰化縣"
"補助其他政府機關","臺東縣衛生局","1080326","1,408,400 ","1080211","1,408,400 ","傳染病防治計畫","臺東縣"
"補助其他政府機關","澎湖縣政府衛生局","1080321","566,720 ","1080211","566,720 ","傳染病防治計畫","澎湖縣"
"補助其他政府機關","金門縣衛生局","1080321","154,000 ","1080211","154,000 ","傳染病防治計畫","金門縣"
"補助其他政府機關","連江縣衛生福利局","1080311","144,000 ","1080211","144,000 ","傳染病防治計畫","連江縣"
"對特種基金之補助","國立成功大學醫學院附設醫院","1080201","100,000 ","1080101","100,000 ","108年度補助醫院辦理漢生病個案確診及治療計畫","臺南市"
"對特種基金之補助","國立臺灣大學醫學院附設醫院","1080129","100,000 ","1080101","100,000 ","108年度補助醫院辦理漢生病個案確診及治療計畫","臺北市"
"對特種基金之補助","國軍花蓮總醫院附設民眾診療服務處","1080222","135,000 ","1080101","135,000 ","108年「抗生素抗藥性管理通報系統」","花蓮縣"
"對特種基金之補助","臺中榮民總醫院","1080129","80,000 ","1080101","80,000 ","108年度補助醫院辦理漢生病個案確診及治療計畫","臺中市"
"對特種基金之補助","臺北市立聯合醫院松德院區","1080201","347,760 ","1080101","347,760 ","愛滋防治替代治療計畫藥品費-丁基原啡因複方錠(Suboxone)藥品補助費","臺北市"
