受補（捐）助單位,核准日期,累計撥付金額,補（捐）助事項或用途,縣市代碼
國防醫學院,1100415,1600000,協助本署執行高危險病原體及列管毒素檢驗,63000
新北市政府衛生局,1100304,5298000,傳染病防治計畫,65000
臺中市政府衛生局,1100304,4728629,傳染病防治計畫,66000
臺南市政府衛生局,1100304,11854000,傳染病防治計畫,67000
高雄市政府衛生局,1100304,15296000,傳染病防治計畫,64000
桃園市政府衛生局,1100304,4688856,傳染病防治計畫,68000
宜蘭縣政府衛生局,1100304,3916000,傳染病防治計畫,10002
花蓮縣衛生局,1100304,5697000,傳染病防治計畫,10015
南投縣政府衛生局,1100304,6392000,傳染病防治計畫,10008
屏東縣政府衛生局,1100304,13465000,傳染病防治計畫,10013
苗栗縣政府衛生局,1100304,3177000,傳染病防治計畫,10005
基隆市衛生局,1100304,1529000,傳染病防治計畫,10017
雲林縣衛生局,1100304,2339000,傳染病防治計畫,10009
新竹市衛生局,1100304,1145997,傳染病防治計畫,10018
新竹縣政府衛生局,1100304,3448000,傳染病防治計畫,10004
嘉義市政府衛生局,1100304,1348000,傳染病防治計畫,10020
嘉義縣衛生局,1100304,4846000,傳染病防治計畫,10010
彰化縣衛生局,1100304,2585000,傳染病防治計畫,10007
臺東縣衛生局,1100304,4643016,傳染病防治計畫,10014
澎湖縣政府衛生局,1100304,1251298,傳染病防治計畫,10016
金門縣衛生局,1100304,445493,傳染病防治計畫,09020
連江縣衛生福利局,1100304,256000,傳染病防治計畫,09007
疫苗基金,1100101,1048506000,110年疫苗基金國庫撥補款 ,63000
國立成功大學醫學院附設醫院,1100101,27833,110年度補助醫院辦理漢生病個案確診及治療計畫,67000
國立勤益科技大學,1100101,10000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,66000
國立臺灣大學醫學院附設醫院,1100101,100000,110年度補助醫院辦理漢生病個案確診及治療計畫,63000
臺中榮民總醫院,1100101,99872,110年度補助醫院辦理漢生病個案確診及治療計畫,66000
衛生福利部樂生療養院,1100101,35983,110年度補助醫院辦理漢生病個案確診及治療計畫,65000
國立成功大學醫學院附設醫院,1100301,625379,補助支援合作醫院相關行政費,67000
國立臺灣大學醫學院附設醫院,1100301,700000,補助支援合作醫院相關行政費,63000
高雄市立聯合醫院,1100303,40000,110年度山地原鄉合作院所胸部X光篩檢補助計畫,64000
國立陽明交通大學附設醫院,1100303,38000,110年度山地原鄉合作院所胸部X光篩檢補助計畫,10002
臺中榮民總醫院埔里分院,1100303,156000,110年度山地原鄉合作院所胸部X光篩檢補助計畫,10008
衛生福利部花蓮醫院,1100303,22000,110年度山地原鄉合作院所胸部X光篩檢補助計畫,10015
衛生福利部南投醫院,1100303,26000,110年度山地原鄉合作院所胸部X光篩檢補助計畫,10008
衛生福利部屏東醫院,1100303,38000,110年度山地原鄉合作院所胸部X光篩檢補助計畫,10013
衛生福利部恆春旅遊醫院,1100303,22000,110年度山地原鄉合作院所胸部X光篩檢補助計畫,10013
衛生福利部臺東醫院,1100303,22000,110年度山地原鄉合作院所胸部X光篩檢補助計畫,10014
衛生福利部豐原醫院,1100303,123000,110年度山地原鄉合作院所胸部X光篩檢補助計畫,66000
高雄市立民生醫院,1100315,48350,110年暴露愛滋病毒前預防性投藥計畫,64000
高雄榮民總醫院,1100315,63500,110年暴露愛滋病毒前預防性投藥計畫,64000
國立成功大學醫學院附設醫院,1100315,127300,110年暴露愛滋病毒前預防性投藥計畫,67000
國立陽明交通大學附設醫院,1100315,8400,110年暴露愛滋病毒前預防性投藥計畫,10002
國立臺灣大學醫學院附設醫院,1100315,109800,110年暴露愛滋病毒前預防性投藥計畫,63000
國立臺灣大學醫學院附設醫院新竹台大分院生醫醫院竹北院區,1100315,16800,110年暴露愛滋病毒前預防性投藥計畫,10004
國?臺灣大學醫學院附設醫院新竹臺大分院新竹醫院,1100315,48300,110年暴露愛滋病毒前預防性投藥計畫,10018
臺中榮民總醫院,1100315,502836,110年暴露愛滋病毒前預防性投藥計畫,66000
臺北市立聯合醫院昆明院區,1100315,841312,110年暴露愛滋病毒前預防性投藥計畫,63000
衛生福利部南投醫院,1100315,4000,110年暴露愛滋病毒前預防性投藥計畫,10008
衛生福利部屏東醫院,1100315,18600,110年暴露愛滋病毒前預防性投藥計畫,10013
衛生福利部桃園醫院,1100315,107600,110年暴露愛滋病毒前預防性投藥計畫,68000
臺北榮民總醫院,1100317,1454339,110年暴露愛滋病毒前預防性投藥計畫,63000
三軍總醫院澎湖分院附設民眾診療服務處,1100322,18000,110年補助腸病毒責任醫院辦理醫護人員教育訓練計畫,10016
高雄榮民總醫院,1100322,31000,110年補助腸病毒責任醫院辦理醫護人員教育訓練計畫,64000
