受補（捐）助單位,核准日期,累計撥付金額,補（捐）助事項或用途,縣市代碼
財團法人私立高雄醫學大學附設中和紀念醫院,1051219,536907,105-106年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥前驅計畫,64000
台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,1060101,50000,106年度補助醫院辦理漢生病個案確診及治療計畫,63000
中華民國社會工作師公會全國聯合會,1060120,100000,106年補助民間團體及大專院校愛滋病防治工作計畫,66000
中華身心健康促進暨研究協會,1060120,140000,106年補助民間團體及大專院校愛滋病防治工作計畫,68000
世界和平婦女會台灣總會,1060120,80000,106年補助民間團體及大專院校愛滋病防治工作計畫,63000
台灣愛滋病學會,1060120,400000,106年補助民間團體及大專院校愛滋病防治工作計畫,63000
社團法人中華民國台灣懷愛協會,1060120,100000,106年補助民間團體及大專院校愛滋病防治工作計畫,66000
社團法人中華民國愛滋感染者權益促進會,1060120,320000,106年補助民間團體及大專院校愛滋病防治工作計畫,63000
社團法人台灣世界快樂聯盟,1060120,100000,106年補助民間團體及大專院校愛滋病防治工作計畫,10013
社團法人台灣愛之希望協會,1060120,280000,106年補助民間團體及大專院校愛滋病防治工作計畫,64000
社團法人台灣愛滋病護理學會,1060120,360000,106年補助民間團體及大專院校愛滋病防治工作計畫,63000
社團法人台灣愛滋關懷協會,1060120,80000,106年補助民間團體及大專院校愛滋病防治工作計畫,63000
社團法人台灣露德協會,1060120,1160000,106年補助民間團體及大專院校愛滋病防治工作計畫,63000
財團法人台灣紅絲帶基金會,1060120,720000,106年補助民間團體及大專院校愛滋病防治工作計畫,63000
財團法人台灣關愛基金會,1060120,100000,106年補助民間團體及大專院校愛滋病防治工作計畫,63000
財團法人護理人員愛滋病防治基金會,1060120,100000,106年補助民間團體及大專院校愛滋病防治工作計畫,63000
財團法人台灣關愛基金會,1060209,1680000,106年度補助民間團體辦理愛滋長期照顧安置服務工作計畫,63000
社團法人台灣預防醫學學會,1060210,480000,推廣愛滋及性傳染病衛教諮詢與篩檢工作補助計畫,63000
中華身心健康促進暨研究協會,1060223,30000,推廣愛滋及性傳染病衛教諮詢與篩檢工作補助計畫,68000
社團法人台北市日日春關懷互助協會,1060223,200000,推廣愛滋及性傳染病衛教諮詢與篩檢工作補助計畫,63000
社團法人台灣世界快樂聯盟,1060223,150000,推廣愛滋及性傳染病衛教諮詢與篩檢工作補助計畫,10013
社團法人台灣愛之希望協會,1060223,400000,推廣愛滋及性傳染病衛教諮詢與篩檢工作補助計畫,64000
社團法人台灣露德協會,1060223,150000,推廣愛滋及性傳染病衛教諮詢與篩檢工作補助計畫,63000
財團法人台灣紅絲帶基金會,1060223,256000,推廣愛滋及性傳染病衛教諮詢與篩檢工作補助計畫,63000
中國醫藥大學附設醫院,1060308,680000,補助支援合作醫院相關行政費,66000
佛教慈濟醫療財團法人花蓮慈濟醫院,1060308,680000,補助支援合作醫院相關行政費,10015
長庚醫療財團法人林口長庚紀念醫院,1060308,680000,補助支援合作醫院相關行政費,68000
財團法人私立高雄醫學大學附設中和紀念醫院,1060308,680000,補助支援合作醫院相關行政費,64000
宜蘭縣政府衛生局,1060210,1134400,傳染病防治計畫,10002
花蓮縣衛生局,1060210,612800,傳染病防治計畫,10015
金門縣衛生局,1060210,106000,傳染病防治計畫,09020
南投縣政府衛生局,1060210,930000,傳染病防治計畫,10008
屏東縣政府衛生局,1060210,3787600,傳染病防治計畫,10013
苗栗縣衛生局,1060210,1031808,傳染病防治計畫,10005
桃園市政府衛生局,1060210,1764385,傳染病防治計畫,68000
高雄市政府衛生局,1060210,5839500,傳染病防治計畫,64000
基隆市衛生局,1060210,702000,傳染病防治計畫,10017
連江縣衛生福利局,1060210,180000,傳染病防治計畫,09007
雲林縣衛生局,1060210,1123600,傳染病防治計畫,10009
新北市政府衛生局,1060210,2653480,傳染病防治計畫,65000
新竹市衛生局,1060210,594000,傳染病防治計畫,10018
新竹縣政府衛生局,1060210,734288,傳染病防治計畫,10004
嘉義市政府衛生局,1060210,820000,傳染病防治計畫,10020
嘉義縣衛生局,1060210,1386280,傳染病防治計畫,10010
彰化縣衛生局,1060210,1264920,傳染病防治計畫,10007
臺中市政府衛生局,1060210,1857324,傳染病防治計畫,66000
臺東縣衛生局,1060210,752188,傳染病防治計畫,10014
臺南市政府衛生局,1060210,4923520,傳染病防治計畫,67000
澎湖縣政府衛生局,1060210,564400,傳染病防治計畫,10016
