受補（捐）助單位,核准日期,累計撥付金額,補（捐）助事項或用途,縣市代碼
大千綜合醫院,1050101,30000,105年愛滋防治替代治療補助計畫－醫事機構執行業務費,10005
中國醫藥大學北港附設醫院,1050101,70000,105年愛滋防治替代治療補助計畫－醫事機構執行業務費,10009
中國醫藥大學附設醫院,1050101,700000,傳染病防治醫療網區應變醫院支援合作醫院之指定及補(捐)助行政作業款,66000
中國醫藥大學附設醫院,1050101,360000,105年愛滋防治替代治療補助計畫－醫事機構執行業務費,66000
中華民國台灣女童軍總會,1050101,100000,105年補助民間團體及大專院校辦理愛滋病防治工作計畫,63000
中華民國醫務社會工作協會,1050101,150000,105年補助民間團體及大專院校辦理愛滋病防治工作計畫,63000
中華民國藥師公會全國聯合會,1050101,200000,105年補助民間團體及大專院校辦理愛滋病防治工作計畫,63000
天主教若瑟醫療財團法人若瑟醫院,1050101,170000,105年愛滋防治替代治療補助計畫－醫事機構執行業務費,10009
天主教耕莘醫療財團法人耕莘醫院,1050101,70000,105年愛滋防治替代治療補助計畫－醫事機構執行業務費,65000
世界和平婦女會台灣總會,1050101,100000,105年補助民間團體及大專院校辦理愛滋病防治工作計畫,63000
台南市立醫院,1050101,70000,105年愛滋防治替代治療補助計畫－醫事機構執行業務費,67000
台灣愛滋病學會,1050101,560000,105年補助民間團體及大專院校辦理愛滋病防治工作計畫,63000
安泰醫療社團法人安泰醫院,1050101,80000,105年愛滋防治替代治療補助計畫－醫事機構執行業務費,10013
佛教慈濟醫療財團法人台中慈濟醫院,1050101,70000,105年愛滋防治替代治療補助計畫－醫事機構執行業務費,66000
佛教慈濟醫療財團法人花蓮慈濟醫院,1050101,700000,傳染病防治醫療網區應變醫院支援合作醫院之指定及補(捐)助行政作業款,10015
李綜合醫療社團法人苑裡李綜合醫院,1050101,30000,105年愛滋防治替代治療補助計畫－醫事機構執行業務費,10005
阮綜合醫療社團法人阮綜合醫院,1050101,70000,105年愛滋防治替代治療補助計畫－醫事機構執行業務費,64000
奇美醫療財團法人奇美醫院台南分院,1050101,100000,105年愛滋防治替代治療補助計畫－醫事機構執行業務費,66000
社團法人中華民國台灣懷愛協會,1050101,250000,105年補助民間團體及大專院校辦理愛滋病防治工作計畫,66000
社團法人中華民國愛滋感染者權益促進會,1050101,300000,105年補助民間團體及大專院校辦理愛滋病防治工作計畫,63000
社團法人中華民國愛滋感染者權益促進會,1050101,280000,105年補助民間團體及大專院校辦理愛滋病防治工作計畫,63000
