受補（捐）助單位,核准日期,累計撥付金額,補（捐）助事項或用途,縣市代碼
新北市政府衛生局,1100304,2243400,傳染病防治計畫,65000
臺中市政府衛生局,1100304,2265500,傳染病防治計畫,66000
臺南市政府衛生局,1100304,4993200,傳染病防治計畫,67000
高雄市政府衛生局,1100304,4609800,傳染病防治計畫,64000
桃園市政府衛生局,1100304,3018113,傳染病防治計畫,68000
花蓮縣衛生局,1100304,2386800,傳染病防治計畫,10015
南投縣政府衛生局,1100304,2691200,傳染病防治計畫,10008
基隆市衛生局,1100304,644000,傳染病防治計畫,10017
雲林縣衛生局,1100304,991200,傳染病防治計畫,10009
新竹市衛生局,1100304,598000,傳染病防治計畫,10018
新竹縣政府衛生局,1100304,1621500,傳染病防治計畫,10004
嘉義市政府衛生局,1100304,699000,傳染病防治計畫,10020
嘉義縣衛生局,1100304,2496800,傳染病防治計畫,10010
彰化縣衛生局,1100304,1338500,傳染病防治計畫,10007
臺東縣衛生局,1100304,2240800,傳染病防治計畫,10014
澎湖縣政府衛生局,1100304,503600,傳染病防治計畫,10016
金門縣衛生局,1100304,210000,傳染病防治計畫,09020
連江縣衛生福利局,1100304,114000,傳染病防治計畫,09007
疫苗基金,1100101,228000000,110年疫苗基金國庫撥補款 ,63000
國立成功大學醫學院附設醫院,1100101,100000,110年度補助醫院辦理漢生病個案確診及治療計畫,67000
國立勤益科技大學,1100101,10000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,66000
國立臺灣大學醫學院附設醫院,1100101,100000,110年度補助醫院辦理漢生病個案確診及治療計畫,63000
臺中榮民總醫院,1100101,100000,110年度補助醫院辦理漢生病個案確診及治療計畫,66000
衛生福利部樂生療養院,1100101,100000,110年度補助醫院辦理漢生病個案確診及治療計畫,65000
中華大學學校財團法人中華大學,1100101,20000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,10018
台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,1100101,50000,110年度補助醫院辦理漢生病個案確診及治療計畫,63000
光宇學校財團法人元培醫事科技大學,1100101,10000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,10018
財團法人台灣紅絲帶基金會,1100101,1016000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
財團法人台灣關愛基金會,1100101,1112000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
財團法人杏陵醫學基金會,1100101,400000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
財團法人護理人員愛滋病防治基金會,1100101,100000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
中華民國藥師公會全國聯合會,1100101,50000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
仁德醫護管理專科學校,1100101,20000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,10005
世界和平婦女會台灣總會,1100101,80000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
台灣年輕藥師協會,1100101,100000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
台灣愛滋病學會,1100101,532000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
弘光科技大學,1100101,20000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,66000
社團法人中華民國愛滋感染者權益促進會,1100101,173000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台北市日日春關懷互助協會,1100101,200000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣世界快樂聯盟,1100101,30000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,10013
社團法人台灣愛之希望協會,1100101,506000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,64000
社團法人台灣愛滋病護理學會,1100101,520000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣愛滋關懷協會,1100101,60000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣新滋識同盟,1100101,200000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,65000
社團法人台灣跨虹者權益促進協會,1100101,100000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣預防醫學學會,1100101,150000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人台灣露德協會,1100101,818496,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,63000
社團法人彰化縣馨滋關懷協會,1100101,5000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,10007
崇右影藝科技大學,1100101,10000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,10017
景文科技大學,1100101,10000,110年補助民間團體及大專校院辦理愛滋病防治工作計畫,65000
個人,1100101,52485000,110年抗藥性結核病醫療照護體系補助計畫,
個人,1100101,183400000,110年度補助縣市衛生局辦理結核病及漢生病直接觀察治療都治執行計畫,
個人,1100101,7960755,110年矯正機關潛伏結核感染篩檢與治療計畫補助健保承作醫院醫療費用,
個人,1100101,708930,補助臺南市衛生局配置保全人員,
個人,1100113,2325928,110年愛滋病指定醫事機構服務品質提升計畫,
個人,1100113,3623085,110年愛滋病指定醫事機構服務品質提升計畫,
個人,1100113,8854910,110年愛滋病指定醫事機構服務品質提升計畫,
個人,1100118,92000,110年度公費抗結核藥品levofloxacin (500mg),
個人,1100119,3175800,110年愛滋病指定醫事機構服務品質提升計畫,
個人,1100120,5567895,110年愛滋病指定醫事機構服務品質提升計畫,
個人,1100122,65645,110年因執行業務意外暴露感染源之預防性投藥醫療費用,
個人,1100122,14964,110年因執行業務意外暴露感染源之預防性投藥醫療費用,
