受補（捐）助單位,核准日期,累計撥付金額,補（捐）助事項或用途,縣市代碼
南投縣政府衛生局,1110325,2926000,傳染病防治計畫,10008
屏東縣政府衛生局,1110325,6348000,傳染病防治計畫,10013
苗栗縣政府衛生局,1110325,1558000,傳染病防治計畫,10005
連江縣衛生福利局,1110325,140000,傳染病防治計畫,09007
雲林縣衛生局,1110325,1121000,傳染病防治計畫,10009
新竹市衛生局,1110325,797000,傳染病防治計畫,10018
新竹縣政府衛生局,1110325,1742000,傳染病防治計畫,10004
臺東縣衛生局,1110325,2166000,傳染病防治計畫,10014
澎湖縣政府衛生局,1110325,596000,傳染病防治計畫,10016
高雄榮民總醫院,1110101,25000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,64000
國立成功大學醫學院附設醫院,1110101,100000,111年度補助醫院辦理漢生病個案確診及治療計畫,67000
國立成功大學醫學院附設醫院,1110101,40000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,67000
國立陽明交通大學附設醫院,1110101,5000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,10002
國立彰化師範大學,1110101,20000,111年補助民間團體及大專校院辦理愛滋病防治工作計畫,10007
國立臺灣大學醫學院附設醫院,1110101,100000,111年度補助醫院辦理漢生病個案確診及治療計畫,63000
國立臺灣大學醫學院附設醫院,1110101,100000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,63000
國立臺灣大學醫學院附設醫院新竹台大分院生醫醫院竹北院區,1110101,6000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,10004
國?臺灣大學醫學院附設醫院新竹臺大分院新竹醫院,1110101,14000,111年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫,10018
臺中榮民總醫院,1110101,100000,111年度補助醫院辦理漢生病個案確診及治療計畫,66000
