受補（捐）助單位,核准日期,累計撥付金額,補（捐）助事項或用途,縣市代碼
新北市政府衛生局,1130101,,113年傳染病防治計畫,65000
桃園市政府衛生局,1130101,5468000,113年傳染病防治計畫,68000
臺中市政府衛生局,1130101,5234000,113年傳染病防治計畫,10019
臺南市政府衛生局,1130101,5340000,113年傳染病防治計畫,10021
臺南市政府衛生局,1130612,10356000,113年度臺南市登革熱天溝拆除及維護計畫,10021
高雄市政府衛生局,1130101,7000000,113年傳染病防治計畫,64000
宜蘭縣政府衛生局,1130101,13583000,113年傳染病防治計畫,10002
新竹縣政府衛生局,1130101,4273000,113年傳染病防治計畫,10004
苗栗縣政府衛生局,1130101,4045000,113年傳染病防治計畫,10005
彰化縣衛生局,1130101,3750000,113年傳染病防治計畫,10007
南投縣政府衛生局,1130101,3184000,113年傳染病防治計畫,10008
雲林縣衛生局,1130101,7338000,113年傳染病防治計畫,10009
嘉義縣衛生局,1130101,2844000,113年傳染病防治計畫,10010
屏東縣政府衛生局,1130101,5383000,113年傳染病防治計畫,10013
臺東縣衛生局,1130101,13370000,113年傳染病防治計畫,10014
花蓮縣衛生局,1130101,4925000,113年傳染病防治計畫,10015
澎湖縣政府衛生局,1130101,6336000,113年傳染病防治計畫,10016
金門縣衛生局,1130101,1356000,113年傳染病防治計畫,09020
連江縣衛生局,1130101,715000,113年傳染病防治計畫,09007
基隆市衛生局,1130101,304000,113年傳染病防治計畫,10017
新竹市衛生局,1130101,1988000,113年傳染病防治計畫,10018
嘉義市政府衛生局,1130101,1923000,113年傳染病防治計畫,10020
三軍總醫院澎湖分院附設民眾診療服務處,1130101,1792000,113年度傳染病防治醫療網應變醫院負壓隔離病房維護費補助,10016
三軍總醫院澎湖分院附設民眾診療服務處,1130101,790000,113年傳染病防治醫療網應變醫院強化負壓隔離病房硬體結構/設備案,10016
三軍總醫院澎湖分院附設民眾診療服務處,1130216,1939450,113年補助腸病毒重症責任醫院辦理醫護人員教育訓練,10016
屏東榮民總醫院,1130101,14000,113年度山地原鄉合作院所胸部X光篩檢補助計畫,10013
屏東榮民總醫院,1130216,105000,113年補助腸病毒重症責任醫院辦理醫護人員教育訓練,10013
疫苗基金,1130103,19948,113年疫苗基金國庫撥補款,63000
疫苗基金,1130101,4023164000,撥充疫苗基金辦理COVID-19疫苗採購及相關接種作業所需費用,63000
高雄市立民生醫院,1130101,25035000000,113年度傳染病防治醫療網應變醫院負壓隔離病房維護費補助,64000
高雄市立民生醫院,1130101,2850000,113年傳染病防治醫療網應變醫院強化負壓隔離病房硬體結構/設備案,64000
高雄市立聯合醫院,1130101,3280000,113年度山地原鄉合作院所胸部X光篩檢補助計畫,64000
高雄榮民總醫院,1130101,51000,113年度山地原鄉合作院所胸部X光篩檢補助計畫,64000
高雄榮民總醫院,1130101,76000,113年度愛滋病指定醫事機構整合式服務計畫,64000
高雄榮民總醫院,1130101,6000,113年傳染病防治醫療網支援合作醫院補(捐)助行政作業款,64000
高雄榮民總醫院,1130216,1020000,113年補助腸病毒重症責任醫院辦理醫護人員教育訓練,64000
國立成功大學醫學院附設醫院,1130101,24000,113年度補助醫院辦理漢生病個案確診及治療計畫,10021
國立成功大學醫學院附設醫院,1130101,100000,113年傳染病防治醫療網支援合作醫院補(捐)助行政作業款,10021
國立成功大學醫學院附設醫院斗六分院,1130101,1500000,113年度傳染病防治醫療網應變醫院負壓隔離病房維護費補助,10009
國立陽明交通大學附設醫院,1130101,707000,113年度山地原鄉合作院所胸部X光篩檢補助計畫,10002
國立陽明交通大學附設醫院,1130101,119000,113年度傳染病防治醫療網應變醫院負壓隔離病房維護費補助,10002
國立陽明交通大學附設醫院,1130101,1760000,113年度愛滋病指定醫事機構整合式服務計畫,10002
國立陽明交通大學附設醫院,1130101,6000,113年傳染病防治醫療網應變醫院強化負壓隔離病房硬體結構/設備案,10002
國立臺灣大學醫學院,1130910,1500000,113年食物中毒病患體內邦克列酸檢驗計畫,63000
國立臺灣大學醫學院附設醫院,1130101,1081500,113年度補助醫院辦理漢生病個案確診及治療計畫,63000
國立臺灣大學醫學院附設醫院,1130101,100000,113年傳染病防治醫療網支援合作醫院補(捐)助行政作業款,63000
國立臺灣大學醫學院附設醫院雲林分院,1130101,1500000,113年度傳染病防治醫療網應變醫院負壓隔離病房維護費補助,10009
國立臺灣大學醫學院附設醫院雲林分院,1130216,2828000,113年補助腸病毒重症責任醫院辦理醫護人員教育訓練,10009
國立臺灣大學醫學院附設醫院新竹臺大分院生醫醫院竹北院區,1130101,20000,113年度愛滋病指定醫事機構整合式服務計畫,10004
國立臺灣大學醫學院附設醫院新竹臺大分院生醫醫院竹東院區,1130101,16000,113年度傳染病防治醫療網應變醫院負壓隔離病房維護費補助,10004
