受補（捐）助單位,核准日期,累計撥付金額,補（捐）助事項或用途,縣市代碼
一.補助其他政府機關,,3020410000,,
1.中央政府機關學校間,,1238000,,
國防醫學院,1120406,1238000,112年高危險病原體及列管毒素之檢驗,63000
2.地方政府,,3019172000,,
(1)直轄市政府,,2319867000,,
新北市政府衛生局,1120307,5159000,傳染病防治計畫,65000
臺中市政府衛生局,1120307,5031000,傳染病防治計畫,10019
臺南市政府衛生局,1120307,10204000,傳染病防治計畫,10021
臺南市政府衛生局,1120801,11000000,補助臺南市政府衛生局辦理「112年臺南市加強登革熱防治計畫」,10021
高雄市政府衛生局,1120307,13368000,傳染病防治計畫,64000
高雄市政府衛生局,1120801,10070000,補助高雄市政府衛生局辦理112年「社區登革熱病媒緊急防治動員工作計畫」,64000
桃園市政府衛生局,1120307,4679000,傳染病防治計畫,68000
直轄市政府,1120327,2260356000,發給接受隔離、檢疫者與其請假照顧之家屬防疫補償金等,
(2)臺灣省各縣市政府,,699305000,,
宜蘭縣政府衛生局,1120307,4117000,傳染病防治計畫,10002
花蓮縣衛生局,1120307,6165000,傳染病防治計畫,10015
金門縣衛生局,1120307,687000,傳染病防治計畫,09020
南投縣政府衛生局,1120307,6969000,傳染病防治計畫,10008
屏東縣政府衛生局,1120307,13023000,傳染病防治計畫,10013
苗栗縣政府衛生局,1120307,3574000,傳染病防治計畫,10005
基隆市衛生局,1120307,1902000,傳染病防治計畫,10017
連江縣衛生福利局,1120307,281000,傳染病防治計畫,09007
雲林縣衛生局,1120307,2711000,傳染病防治計畫,10009
新竹市衛生局,1120307,1799000,傳染病防治計畫,10018
新竹縣政府衛生局,1120307,3914000,傳染病防治計畫,10004
嘉義市政府衛生局,1120307,1742000,傳染病防治計畫,10020
嘉義縣衛生局,1120307,5146000,傳染病防治計畫,10010
彰化縣衛生局,1120307,3100000,傳染病防治計畫,10007
臺東縣衛生局,1120307,4789000,傳染病防治計畫,10014
澎湖縣政府衛生局,1120307,1311000,傳染病防治計畫,10016
屏東縣政府衛生局,1120801,3000000,補助屏東縣政府衛生局辦理「屏東縣112年登革熱緊急防治計畫」,10013
各縣市政府,1120327,635075000,發給接受隔離、檢疫者與其請假照顧之家屬防疫補償金等,
二.對特種基金之補助,,831594870,,
高雄榮民總醫院,1120101,6000,112年愛滋病指定醫事機構服務品質提升計畫,64000
國立成功大學醫學院附設醫院,1120101,100000,112年度補助醫院辦理漢生病個案確診及治療計畫,10021
國立陽明交通大學附設醫院,1120101,6000,112年愛滋病指定醫事機構服務品質提升計畫,10002
國立臺灣大學醫學院附設醫院,1120101,100000,112年度補助醫院辦理漢生病個案確診及治療計畫,63000
臺中榮民總醫院,1120101,100000,112年度補助醫院辦理漢生病個案確診及治療計畫,10019
