年,週,就診類別,年齡別,縣市,疱疹性咽峽炎健保就診人次,健保就診總人次,縣市別代碼
2017,13,門診,16~18,台中市,6,13966,66000
2017,13,門診,16~18,台南市,1,7663,67000
2017,13,門診,16~18,桃園市,4,9369,68000
2017,13,門診,19~24,連江縣,0,139,09007
2017,13,門診,19~24,金門縣,0,855,09020
2017,13,門診,19~24,宜蘭縣,2,3306,10002
2017,13,門診,19~24,新竹縣,0,3375,10004
2017,13,門診,19~24,苗栗縣,0,3450,10005
2017,13,門診,19~24,彰化縣,1,10514,10007
2017,13,門診,19~24,南投縣,0,3285,10008
2017,13,門診,19~24,雲林縣,2,5064,10009
2017,13,門診,19~24,嘉義縣,1,2922,10010
2017,13,門診,19~24,屏東縣,0,6246,10013
2017,13,門診,19~24,台東縣,0,1264,10014
2017,13,門診,19~24,花蓮縣,0,2664,10015
2017,13,門診,19~24,澎湖縣,0,1141,10016
2017,13,門診,19~24,基隆市,1,3058,10017
2017,13,門診,19~24,新竹市,0,5332,10018
2017,13,門診,19~24,嘉義市,0,4106,10020
2017,13,門診,19~24,台北市,9,27195,63000
2017,13,門診,19~24,高雄市,1,26832,64000
2017,13,門診,19~24,新北市,5,34971,65000
2017,13,門診,19~24,台中市,9,32155,66000
2017,13,門診,19~24,台南市,6,17838,67000
2017,13,門診,19~24,桃園市,1,17854,68000
2017,13,門診,25~64,連江縣,0,872,09007
2017,13,門診,25~64,金門縣,0,8187,09020
2017,13,門診,25~64,宜蘭縣,12,43997,10002
2017,13,門診,25~64,新竹縣,1,41810,10004
2017,13,門診,25~64,苗栗縣,1,47185,10005
2017,13,門診,25~64,彰化縣,4,130044,10007
2017,13,門診,25~64,南投縣,3,47570,10008
2017,13,門診,25~64,雲林縣,1,66756,10009
2017,13,門診,25~64,嘉義縣,5,38746,10010
2017,13,門診,25~64,屏東縣,6,79142,10013
2017,13,門診,25~64,台東縣,0,19159,10014
2017,13,門診,25~64,花蓮縣,1,36039,10015
2017,13,門診,25~64,澎湖縣,0,13408,10016
2017,13,門診,25~64,基隆市,3,42196,10017
2017,13,門診,25~64,新竹市,10,63223,10018
2017,13,門診,25~64,嘉義市,3,52968,10020
2017,13,門診,25~64,台北市,27,353812,63000
2017,13,門診,25~64,高雄市,18,331118,64000
2017,13,門診,25~64,新北市,19,420185,65000
2017,13,門診,25~64,台中市,19,320542,66000
2017,13,門診,25~64,台南市,24,203928,67000
2017,13,門診,25~64,桃園市,8,215097,68000
2017,13,門診,3~6,連江縣,0,81,09007
2017,13,門診,3~6,金門縣,1,1010,09020
2017,13,門診,3~6,宜蘭縣,14,5512,10002
2017,13,門診,3~6,新竹縣,36,8258,10004
2017,13,門診,3~6,苗栗縣,28,6973,10005
2017,13,門診,3~6,彰化縣,45,17456,10007
2017,13,門診,3~6,南投縣,16,6133,10008
2017,13,門診,3~6,雲林縣,40,8032,10009
2017,13,門診,3~6,嘉義縣,22,3298,10010
2017,13,門診,3~6,屏東縣,14,8444,10013
2017,13,門診,3~6,台東縣,1,1728,10014
2017,13,門診,3~6,花蓮縣,12,3525,10015
2017,13,門診,3~6,澎湖縣,5,951,10016
2017,13,門診,3~6,基隆市,15,4159,10017
2017,13,門診,3~6,新竹市,34,8796,10018
2017,13,門診,3~6,嘉義市,13,5193,10020
2017,13,門診,3~6,台北市,101,27059,63000
2017,13,門診,3~6,高雄市,124,33038,64000
2017,13,門診,3~6,新北市,175,55148,65000
2017,13,門診,3~6,台中市,136,42006,66000
2017,13,門診,3~6,台南市,83,23248,67000
2017,13,門診,3~6,桃園市,87,28198,68000
2017,13,門診,65+,連江縣,0,302,09007
2017,13,門診,65+,金門縣,0,4124,09020
2017,13,門診,65+,宜蘭縣,1,29071,10002
2017,13,門診,65+,新竹縣,0,15956,10004
2017,13,門診,65+,苗栗縣,0,27355,10005
2017,13,門診,65+,彰化縣,0,68849,10007
2017,13,門診,65+,南投縣,0,30159,10008
2017,13,門診,65+,雲林縣,0,43984,10009
2017,13,門診,65+,嘉義縣,0,30774,10010
2017,13,門診,65+,屏東縣,2,53042,10013
2017,13,門診,65+,台東縣,0,12145,10014
2017,13,門診,65+,花蓮縣,0,21292,10015
2017,13,門診,65+,澎湖縣,0,8585,10016
2017,13,門診,65+,基隆市,0,23440,10017
2017,13,門診,65+,新竹市,3,23480,10018
2017,13,門診,65+,嘉義市,0,27989,10020
2017,13,門診,65+,台北市,6,197815,63000
2017,13,門診,65+,高雄市,2,167303,64000
2017,13,門診,65+,新北市,2,159282,65000
2017,13,門診,65+,台中市,7,125361,66000
2017,13,門診,65+,台南市,5,99068,67000
2017,13,門診,65+,桃園市,0,82362,68000
2017,13,門診,7~12,連江縣,0,90,09007
2017,13,門診,7~12,金門縣,0,875,09020
2017,13,門診,7~12,宜蘭縣,1,4564,10002
2017,13,門診,7~12,新竹縣,3,6201,10004
2017,13,門診,7~12,苗栗縣,3,5393,10005
2017,13,門診,7~12,彰化縣,13,15246,10007
2017,13,門診,7~12,南投縣,9,4939,10008
2017,13,門診,7~12,雲林縣,9,6849,10009
2017,13,門診,7~12,嘉義縣,8,3342,10010
2017,13,門診,7~12,屏東縣,10,7389,10013
2017,13,門診,7~12,台東縣,3,1655,10014
2017,13,門診,7~12,花蓮縣,4,3204,10015
2017,13,門診,7~12,澎湖縣,0,973,10016
2017,13,門診,7~12,基隆市,2,3308,10017
2017,13,門診,7~12,新竹市,9,6925,10018
2017,13,門診,7~12,嘉義市,6,4576,10020
2017,13,門診,7~12,台北市,55,24598,63000
2017,13,門診,7~12,高雄市,45,28985,64000
2017,13,門診,7~12,新北市,68,46125,65000
2017,13,門診,7~12,台中市,61,34443,66000
2017,13,門診,7~12,台南市,26,19251,67000
2017,13,門診,7~12,桃園市,33,25449,68000
2017,13,門診,不詳,金門縣,0,1,09020
2017,13,門診,不詳,宜蘭縣,0,3,10002
2017,13,門診,不詳,彰化縣,0,1,10007
2017,13,門診,不詳,嘉義縣,0,1,10010
2017,13,門診,不詳,基隆市,0,2,10017
2017,13,門診,不詳,台北市,0,17,63000
2017,13,門診,不詳,高雄市,0,3,64000
2017,13,門診,不詳,新北市,0,4,65000
2017,13,門診,不詳,台中市,0,6,66000
2017,13,門診,不詳,桃園市,0,1,68000
2017,14,住院,0~2,金門縣,0,1,09020
2017,14,住院,0~2,宜蘭縣,1,41,10002
2017,14,住院,0~2,新竹縣,0,6,10004
2017,14,住院,0~2,苗栗縣,0,8,10005
2017,14,住院,0~2,彰化縣,1,122,10007
2017,14,住院,0~2,南投縣,3,13,10008
2017,14,住院,0~2,雲林縣,0,7,10009
2017,14,住院,0~2,嘉義縣,2,27,10010
2017,14,住院,0~2,屏東縣,1,34,10013
2017,14,住院,0~2,花蓮縣,0,11,10015
2017,14,住院,0~2,基隆市,2,20,10017
2017,14,住院,0~2,新竹市,1,20,10018
2017,14,住院,0~2,嘉義市,0,6,10020
2017,14,住院,0~2,台北市,2,142,63000
2017,14,住院,0~2,高雄市,2,83,64000
2017,14,住院,0~2,新北市,0,42,65000
2017,14,住院,0~2,台中市,2,124,66000
2017,14,住院,0~2,台南市,0,13,67000
2017,14,住院,0~2,桃園市,3,134,68000
2017,14,住院,13~15,宜蘭縣,0,7,10002
2017,14,住院,13~15,新竹縣,0,3,10004
2017,14,住院,13~15,苗栗縣,0,5,10005
2017,14,住院,13~15,彰化縣,0,23,10007
2017,14,住院,13~15,南投縣,0,8,10008
2017,14,住院,13~15,雲林縣,0,2,10009
2017,14,住院,13~15,嘉義縣,0,6,10010
2017,14,住院,13~15,屏東縣,0,7,10013
2017,14,住院,13~15,花蓮縣,0,5,10015
2017,14,住院,13~15,基隆市,0,2,10017
2017,14,住院,13~15,新竹市,0,2,10018
2017,14,住院,13~15,嘉義市,0,3,10020
2017,14,住院,13~15,台北市,0,31,63000
2017,14,住院,13~15,高雄市,0,23,64000
2017,14,住院,13~15,新北市,0,11,65000
2017,14,住院,13~15,台中市,0,25,66000
2017,14,住院,13~15,台南市,0,4,67000
2017,14,住院,13~15,桃園市,0,26,68000
2017,14,住院,16~18,宜蘭縣,0,8,10002
2017,14,住院,16~18,新竹縣,0,2,10004
2017,14,住院,16~18,苗栗縣,0,7,10005
2017,14,住院,16~18,彰化縣,0,33,10007
2017,14,住院,16~18,南投縣,0,3,10008
2017,14,住院,16~18,雲林縣,0,4,10009
2017,14,住院,16~18,嘉義縣,0,5,10010
2017,14,住院,16~18,屏東縣,0,12,10013
2017,14,住院,16~18,花蓮縣,0,2,10015
2017,14,住院,16~18,基隆市,0,8,10017
2017,14,住院,16~18,新竹市,0,3,10018
2017,14,住院,16~18,嘉義市,0,2,10020
2017,14,住院,16~18,台北市,0,49,63000
2017,14,住院,16~18,高雄市,0,37,64000
2017,14,住院,16~18,新北市,0,13,65000
2017,14,住院,16~18,台中市,0,40,66000
2017,14,住院,16~18,台南市,0,6,67000
2017,14,住院,16~18,桃園市,0,46,68000
2017,14,住院,19~24,連江縣,0,1,09007
2017,14,住院,19~24,宜蘭縣,0,27,10002
2017,14,住院,19~24,新竹縣,0,13,10004
2017,14,住院,19~24,苗栗縣,0,29,10005
2017,14,住院,19~24,彰化縣,0,67,10007
2017,14,住院,19~24,南投縣,0,12,10008
2017,14,住院,19~24,雲林縣,0,19,10009
2017,14,住院,19~24,嘉義縣,0,19,10010
2017,14,住院,19~24,屏東縣,0,40,10013
2017,14,住院,19~24,花蓮縣,0,26,10015
2017,14,住院,19~24,澎湖縣,0,2,10016
2017,14,住院,19~24,基隆市,0,13,10017
2017,14,住院,19~24,新竹市,0,20,10018
2017,14,住院,19~24,嘉義市,0,10,10020
2017,14,住院,19~24,台北市,0,143,63000
2017,14,住院,19~24,高雄市,0,115,64000
2017,14,住院,19~24,新北市,0,61,65000
2017,14,住院,19~24,台中市,0,113,66000
2017,14,住院,19~24,台南市,0,35,67000
2017,14,住院,19~24,桃園市,0,125,68000
2017,14,住院,25~64,金門縣,0,25,09020
2017,14,住院,25~64,宜蘭縣,0,375,10002
2017,14,住院,25~64,新竹縣,0,170,10004
2017,14,住院,25~64,苗栗縣,0,234,10005
2017,14,住院,25~64,彰化縣,0,1127,10007
2017,14,住院,25~64,南投縣,0,163,10008
2017,14,住院,25~64,雲林縣,0,257,10009
2017,14,住院,25~64,嘉義縣,0,489,10010
2017,14,住院,25~64,屏東縣,0,482,10013
2017,14,住院,25~64,台東縣,0,6,10014
2017,14,住院,25~64,花蓮縣,0,329,10015
2017,14,住院,25~64,澎湖縣,0,11,10016
2017,14,住院,25~64,基隆市,0,278,10017
2017,14,住院,25~64,新竹市,0,267,10018
2017,14,住院,25~64,嘉義市,0,256,10020
2017,14,住院,25~64,台北市,0,3190,63000
2017,14,住院,25~64,高雄市,0,1782,64000
2017,14,住院,25~64,新北市,0,1213,65000
2017,14,住院,25~64,台中市,0,1728,66000
2017,14,住院,25~64,台南市,0,893,67000
2017,14,住院,25~64,桃園市,0,2026,68000
2017,14,住院,3~6,金門縣,0,3,09020
2017,14,住院,3~6,宜蘭縣,0,42,10002
2017,14,住院,3~6,新竹縣,1,11,10004
2017,14,住院,3~6,苗栗縣,0,19,10005
2017,14,住院,3~6,彰化縣,0,91,10007
2017,14,住院,3~6,南投縣,1,26,10008
2017,14,住院,3~6,雲林縣,0,14,10009
2017,14,住院,3~6,嘉義縣,0,27,10010
2017,14,住院,3~6,屏東縣,1,48,10013
2017,14,住院,3~6,台東縣,0,1,10014
2017,14,住院,3~6,花蓮縣,0,15,10015
2017,14,住院,3~6,基隆市,0,17,10017
2017,14,住院,3~6,新竹市,0,22,10018
2017,14,住院,3~6,嘉義市,0,8,10020
2017,14,住院,3~6,台北市,0,134,63000
2017,14,住院,3~6,高雄市,0,85,64000
2017,14,住院,3~6,新北市,0,40,65000
2017,14,住院,3~6,台中市,2,100,66000
2017,14,住院,3~6,台南市,0,11,67000
2017,14,住院,3~6,桃園市,2,121,68000
2017,14,住院,65+,金門縣,0,25,09020
2017,14,住院,65+,宜蘭縣,0,320,10002
2017,14,住院,65+,新竹縣,0,107,10004
2017,14,住院,65+,苗栗縣,0,258,10005
2017,14,住院,65+,彰化縣,0,912,10007
2017,14,住院,65+,南投縣,0,165,10008
2017,14,住院,65+,雲林縣,0,319,10009
2017,14,住院,65+,嘉義縣,0,431,10010
2017,14,住院,65+,屏東縣,0,343,10013
2017,14,住院,65+,台東縣,0,10,10014
2017,14,住院,65+,花蓮縣,0,264,10015
2017,14,住院,65+,澎湖縣,0,5,10016
2017,14,住院,65+,基隆市,0,322,10017
2017,14,住院,65+,新竹市,0,194,10018
2017,14,住院,65+,嘉義市,0,131,10020
2017,14,住院,65+,台北市,0,2379,63000
2017,14,住院,65+,高雄市,0,1025,64000
2017,14,住院,65+,新北市,0,830,65000
2017,14,住院,65+,台中市,0,1029,66000
2017,14,住院,65+,台南市,0,521,67000
2017,14,住院,65+,桃園市,0,1257,68000
2017,14,住院,7~12,金門縣,0,1,09020
2017,14,住院,7~12,宜蘭縣,0,20,10002
2017,14,住院,7~12,新竹縣,0,3,10004
2017,14,住院,7~12,苗栗縣,0,11,10005
2017,14,住院,7~12,彰化縣,0,54,10007
2017,14,住院,7~12,南投縣,0,8,10008
2017,14,住院,7~12,雲林縣,0,5,10009
2017,14,住院,7~12,嘉義縣,0,16,10010
2017,14,住院,7~12,屏東縣,0,16,10013
2017,14,住院,7~12,花蓮縣,1,5,10015
2017,14,住院,7~12,澎湖縣,0,1,10016
2017,14,住院,7~12,基隆市,0,10,10017
2017,14,住院,7~12,新竹市,0,16,10018
2017,14,住院,7~12,嘉義市,0,5,10020
2017,14,住院,7~12,台北市,0,82,63000
2017,14,住院,7~12,高雄市,0,46,64000
2017,14,住院,7~12,新北市,0,28,65000
2017,14,住院,7~12,台中市,0,63,66000
2017,14,住院,7~12,台南市,0,7,67000
2017,14,住院,7~12,桃園市,0,62,68000
2017,14,門診,0~2,連江縣,0,17,09007
2017,14,門診,0~2,金門縣,2,434,09020
2017,14,門診,0~2,宜蘭縣,6,2750,10002
2017,14,門診,0~2,新竹縣,12,3550,10004
2017,14,門診,0~2,苗栗縣,6,3318,10005
2017,14,門診,0~2,彰化縣,19,8603,10007
2017,14,門診,0~2,南投縣,15,3066,10008
2017,14,門診,0~2,雲林縣,24,3966,10009
2017,14,門診,0~2,嘉義縣,10,1411,10010
2017,14,門診,0~2,屏東縣,15,4542,10013
2017,14,門診,0~2,台東縣,6,954,10014
2017,14,門診,0~2,花蓮縣,9,1887,10015
2017,14,門診,0~2,澎湖縣,2,434,10016
2017,14,門診,0~2,基隆市,23,1725,10017
2017,14,門診,0~2,新竹市,18,3964,10018
2017,14,門診,0~2,嘉義市,6,2633,10020
2017,14,門診,0~2,台北市,40,11757,63000
2017,14,門診,0~2,高雄市,75,16099,64000
2017,14,門診,0~2,新北市,103,25695,65000
2017,14,門診,0~2,台中市,59,20620,66000
2017,14,門診,0~2,台南市,39,10722,67000
2017,14,門診,0~2,桃園市,55,13932,68000
2017,14,門診,13~15,連江縣,0,27,09007
2017,14,門診,13~15,金門縣,0,407,09020
2017,14,門診,13~15,宜蘭縣,1,1870,10002
2017,14,門診,13~15,新竹縣,1,2246,10004
2017,14,門診,13~15,苗栗縣,2,2122,10005
2017,14,門診,13~15,彰化縣,2,6898,10007
2017,14,門診,13~15,南投縣,1,2116,10008
2017,14,門診,13~15,雲林縣,3,3297,10009
2017,14,門診,13~15,嘉義縣,1,1751,10010
2017,14,門診,13~15,屏東縣,0,3074,10013
2017,14,門診,13~15,台東縣,1,762,10014
2017,14,門診,13~15,花蓮縣,0,1073,10015
2017,14,門診,13~15,澎湖縣,0,519,10016
2017,14,門診,13~15,基隆市,0,1225,10017
2017,14,門診,13~15,新竹市,2,2365,10018
2017,14,門診,13~15,嘉義市,1,2188,10020
2017,14,門診,13~15,台北市,8,9464,63000
2017,14,門診,13~15,高雄市,1,11232,64000
2017,14,門診,13~15,新北市,5,18322,65000
2017,14,門診,13~15,台中市,13,13832,66000
2017,14,門診,13~15,台南市,8,6647,67000
2017,14,門診,13~15,桃園市,5,9711,68000
2017,14,門診,16~18,連江縣,0,20,09007
2017,14,門診,16~18,金門縣,0,261,09020
2017,14,門診,16~18,宜蘭縣,1,2016,10002
2017,14,門診,16~18,新竹縣,0,1918,10004
2017,14,門診,16~18,苗栗縣,0,2201,10005
2017,14,門診,16~18,彰化縣,2,6435,10007
2017,14,門診,16~18,南投縣,0,2313,10008
2017,14,門診,16~18,雲林縣,2,3123,10009
2017,14,門診,16~18,嘉義縣,1,1602,10010
2017,14,門診,16~18,屏東縣,0,3532,10013
2017,14,門診,16~18,台東縣,0,737,10014
2017,14,門診,16~18,花蓮縣,0,1302,10015
2017,14,門診,16~18,澎湖縣,0,449,10016
2017,14,門診,16~18,基隆市,0,1563,10017
2017,14,門診,16~18,新竹市,1,2196,10018
2017,14,門診,16~18,嘉義市,0,2283,10020
2017,14,門診,16~18,台北市,6,10567,63000
2017,14,門診,16~18,高雄市,0,11859,64000
2017,14,門診,16~18,新北市,6,18163,65000
2017,14,門診,16~18,台中市,7,14250,66000
2017,14,門診,16~18,台南市,4,7013,67000
2017,14,門診,16~18,桃園市,5,8833,68000
2017,14,門診,19~24,連江縣,0,123,09007
2017,14,門診,19~24,金門縣,0,815,09020
2017,14,門診,19~24,宜蘭縣,2,3466,10002
2017,14,門診,19~24,新竹縣,0,3138,10004
2017,14,門診,19~24,苗栗縣,0,3697,10005
2017,14,門診,19~24,彰化縣,3,11401,10007
2017,14,門診,19~24,南投縣,1,3748,10008
2017,14,門診,19~24,雲林縣,0,5571,10009
2017,14,門診,19~24,嘉義縣,0,3166,10010
2017,14,門診,19~24,屏東縣,0,6588,10013
2017,14,門診,19~24,台東縣,0,1301,10014
2017,14,門診,19~24,花蓮縣,0,2653,10015
2017,14,門診,19~24,澎湖縣,0,1059,10016
2017,14,門診,19~24,基隆市,0,2842,10017
2017,14,門診,19~24,新竹市,1,4820,10018
2017,14,門診,19~24,嘉義市,1,4449,10020
2017,14,門診,19~24,台北市,7,23179,63000
2017,14,門診,19~24,高雄市,2,26239,64000
2017,14,門診,19~24,新北市,10,33717,65000
2017,14,門診,19~24,台中市,12,31447,66000
2017,14,門診,19~24,台南市,5,17049,67000
2017,14,門診,19~24,桃園市,1,16969,68000
2017,14,門診,25~64,連江縣,0,646,09007
2017,14,門診,25~64,金門縣,1,7312,09020
2017,14,門診,25~64,宜蘭縣,5,39383,10002
2017,14,門診,25~64,新竹縣,1,38365,10004
2017,14,門診,25~64,苗栗縣,0,46139,10005
2017,14,門診,25~64,彰化縣,8,130543,10007
2017,14,門診,25~64,南投縣,3,46324,10008
2017,14,門診,25~64,雲林縣,1,64306,10009
2017,14,門診,25~64,嘉義縣,1,35083,10010
2017,14,門診,25~64,屏東縣,3,76148,10013
2017,14,門診,25~64,台東縣,0,17544,10014
2017,14,門診,25~64,花蓮縣,2,32116,10015
2017,14,門診,25~64,澎湖縣,0,13390,10016
2017,14,門診,25~64,基隆市,2,36504,10017
2017,14,門診,25~64,新竹市,7,54594,10018
2017,14,門診,25~64,嘉義市,1,48931,10020
2017,14,門診,25~64,台北市,26,290989,63000
2017,14,門診,25~64,高雄市,17,308545,64000
2017,14,門診,25~64,新北市,25,394759,65000
2017,14,門診,25~64,台中市,31,307238,66000
2017,14,門診,25~64,台南市,35,184988,67000
2017,14,門診,25~64,桃園市,13,195047,68000
2017,14,門診,3~6,連江縣,3,51,09007
2017,14,門診,3~6,金門縣,5,956,09020
2017,14,門診,3~6,宜蘭縣,8,5030,10002
2017,14,門診,3~6,新竹縣,14,6995,10004
2017,14,門診,3~6,苗栗縣,21,6317,10005
2017,14,門診,3~6,彰化縣,48,17435,10007
2017,14,門診,3~6,南投縣,9,6156,10008
2017,14,門診,3~6,雲林縣,19,8707,10009
2017,14,門診,3~6,嘉義縣,14,3308,10010
2017,14,門診,3~6,屏東縣,15,8355,10013
2017,14,門診,3~6,台東縣,4,1766,10014
2017,14,門診,3~6,花蓮縣,9,3182,10015
2017,14,門診,3~6,澎湖縣,8,1020,10016
2017,14,門診,3~6,基隆市,20,3335,10017
2017,14,門診,3~6,新竹市,20,7689,10018
2017,14,門診,3~6,嘉義市,7,5083,10020
2017,14,門診,3~6,台北市,60,23420,63000
2017,14,門診,3~6,高雄市,103,31686,64000
2017,14,門診,3~6,新北市,101,50216,65000
2017,14,門診,3~6,台中市,107,40519,66000
2017,14,門診,3~6,台南市,80,21662,67000
2017,14,門診,3~6,桃園市,70,26632,68000
2017,14,門診,65+,連江縣,0,240,09007
2017,14,門診,65+,金門縣,0,3537,09020
2017,14,門診,65+,宜蘭縣,1,25634,10002
2017,14,門診,65+,新竹縣,0,14738,10004
2017,14,門診,65+,苗栗縣,0,25872,10005
2017,14,門診,65+,彰化縣,1,66058,10007
2017,14,門診,65+,南投縣,1,29025,10008
2017,14,門診,65+,雲林縣,0,39260,10009
2017,14,門診,65+,嘉義縣,2,26911,10010
2017,14,門診,65+,屏東縣,0,50641,10013
2017,14,門診,65+,台東縣,0,11195,10014
2017,14,門診,65+,花蓮縣,0,18978,10015
2017,14,門診,65+,澎湖縣,0,8953,10016
2017,14,門診,65+,基隆市,2,19256,10017
2017,14,門診,65+,新竹市,1,19591,10018
2017,14,門診,65+,嘉義市,0,24654,10020
2017,14,門診,65+,台北市,0,153848,63000
2017,14,門診,65+,高雄市,3,153231,64000
2017,14,門診,65+,新北市,0,145703,65000
2017,14,門診,65+,台中市,7,118536,66000
2017,14,門診,65+,台南市,10,87361,67000
2017,14,門診,65+,桃園市,0,71257,68000
2017,14,門診,7~12,連江縣,0,56,09007
2017,14,門診,7~12,金門縣,1,815,09020
2017,14,門診,7~12,宜蘭縣,4,3876,10002
2017,14,門診,7~12,新竹縣,6,5569,10004
2017,14,門診,7~12,苗栗縣,2,5070,10005
2017,14,門診,7~12,彰化縣,16,15077,10007
2017,14,門診,7~12,南投縣,5,4771,10008
2017,14,門診,7~12,雲林縣,9,7107,10009
2017,14,門診,7~12,嘉義縣,7,3296,10010
2017,14,門診,7~12,屏東縣,3,7259,10013
2017,14,門診,7~12,台東縣,0,1486,10014
2017,14,門診,7~12,花蓮縣,2,2853,10015
2017,14,門診,7~12,澎湖縣,0,947,10016
2017,14,門診,7~12,基隆市,3,2832,10017
2017,14,門診,7~12,新竹市,12,5890,10018
2017,14,門診,7~12,嘉義市,1,4668,10020
2017,14,門診,7~12,台北市,29,20919,63000
2017,14,門診,7~12,高雄市,31,27014,64000
2017,14,門診,7~12,新北市,63,40498,65000
2017,14,門診,7~12,台中市,45,33148,66000
2017,14,門診,7~12,台南市,38,17701,67000
2017,14,門診,7~12,桃園市,24,22040,68000
2017,15,住院,0~2,金門縣,0,1,09020
2017,15,住院,0~2,宜蘭縣,0,42,10002
2017,15,住院,0~2,新竹縣,1,4,10004
2017,15,住院,0~2,苗栗縣,0,8,10005
2017,15,住院,0~2,彰化縣,3,104,10007
2017,15,住院,0~2,南投縣,0,16,10008
2017,15,住院,0~2,雲林縣,0,10,10009
2017,15,住院,0~2,嘉義縣,0,25,10010
2017,15,住院,0~2,屏東縣,0,30,10013
2017,15,住院,0~2,台東縣,0,1,10014
2017,15,住院,0~2,花蓮縣,1,17,10015
2017,15,住院,0~2,基隆市,0,28,10017
2017,15,住院,0~2,新竹市,3,33,10018
2017,15,住院,0~2,嘉義市,0,11,10020
2017,15,住院,0~2,台北市,0,168,63000
2017,15,住院,0~2,高雄市,1,123,64000
2017,15,住院,0~2,新北市,1,37,65000
2017,15,住院,0~2,台中市,1,109,66000
2017,15,住院,0~2,台南市,0,22,67000
2017,15,住院,0~2,桃園市,0,141,68000
2017,15,住院,13~15,金門縣,0,1,09020
2017,15,住院,13~15,宜蘭縣,0,11,10002
2017,15,住院,13~15,新竹縣,0,2,10004
2017,15,住院,13~15,苗栗縣,0,4,10005
2017,15,住院,13~15,彰化縣,0,9,10007
2017,15,住院,13~15,南投縣,0,1,10008
2017,15,住院,13~15,雲林縣,0,6,10009
2017,15,住院,13~15,嘉義縣,0,11,10010
2017,15,住院,13~15,屏東縣,0,7,10013
2017,15,住院,13~15,花蓮縣,0,9,10015
2017,15,住院,13~15,基隆市,0,4,10017
2017,15,住院,13~15,新竹市,0,5,10018
2017,15,住院,13~15,嘉義市,0,5,10020
2017,15,住院,13~15,台北市,0,45,63000
2017,15,住院,13~15,高雄市,0,22,64000
2017,15,住院,13~15,新北市,0,9,65000
2017,15,住院,13~15,台中市,0,26,66000
2017,15,住院,13~15,台南市,0,7,67000
2017,15,住院,13~15,桃園市,0,21,68000
2017,15,住院,16~18,金門縣,0,1,09020
2017,15,住院,16~18,宜蘭縣,0,11,10002
2017,15,住院,16~18,新竹縣,0,1,10004
2017,15,住院,16~18,苗栗縣,0,13,10005
2017,15,住院,16~18,彰化縣,0,25,10007
2017,15,住院,16~18,南投縣,0,4,10008
2017,15,住院,16~18,雲林縣,0,3,10009
2017,15,住院,16~18,嘉義縣,0,9,10010
2017,15,住院,16~18,屏東縣,0,9,10013
2017,15,住院,16~18,花蓮縣,0,9,10015
2017,15,住院,16~18,基隆市,0,12,10017
2017,15,住院,16~18,新竹市,0,3,10018
2017,15,住院,16~18,嘉義市,0,3,10020
2017,15,住院,16~18,台北市,0,62,63000
2017,15,住院,16~18,高雄市,0,30,64000
2017,15,住院,16~18,新北市,0,22,65000
2017,15,住院,16~18,台中市,0,46,66000
2017,15,住院,16~18,台南市,0,14,67000
2017,15,住院,16~18,桃園市,0,44,68000
2017,15,住院,19~24,宜蘭縣,0,31,10002
2017,15,住院,19~24,新竹縣,0,10,10004
2017,15,住院,19~24,苗栗縣,0,12,10005
2017,15,住院,19~24,彰化縣,0,51,10007
2017,15,住院,19~24,南投縣,0,16,10008
2017,15,住院,19~24,雲林縣,0,21,10009
2017,15,住院,19~24,嘉義縣,0,16,10010
2017,15,住院,19~24,屏東縣,0,34,10013
2017,15,住院,19~24,台東縣,0,2,10014
2017,15,住院,19~24,花蓮縣,0,26,10015
2017,15,住院,19~24,澎湖縣,0,1,10016
2017,15,住院,19~24,基隆市,0,12,10017
2017,15,住院,19~24,新竹市,0,14,10018
2017,15,住院,19~24,嘉義市,0,12,10020
2017,15,住院,19~24,台北市,0,172,63000
2017,15,住院,19~24,高雄市,0,118,64000
2017,15,住院,19~24,新北市,0,73,65000
2017,15,住院,19~24,台中市,0,126,66000
2017,15,住院,19~24,台南市,0,42,67000
2017,15,住院,19~24,桃園市,0,116,68000
2017,15,住院,25~64,連江縣,0,2,09007
2017,15,住院,25~64,金門縣,0,37,09020
2017,15,住院,25~64,宜蘭縣,0,446,10002
2017,15,住院,25~64,新竹縣,0,164,10004
2017,15,住院,25~64,苗栗縣,0,236,10005
2017,15,住院,25~64,彰化縣,0,1282,10007
2017,15,住院,25~64,南投縣,0,183,10008
2017,15,住院,25~64,雲林縣,0,369,10009
2017,15,住院,25~64,嘉義縣,0,592,10010
2017,15,住院,25~64,屏東縣,0,522,10013
2017,15,住院,25~64,台東縣,0,8,10014
2017,15,住院,25~64,花蓮縣,0,454,10015
2017,15,住院,25~64,澎湖縣,0,14,10016
2017,15,住院,25~64,基隆市,0,315,10017
2017,15,住院,25~64,新竹市,0,357,10018
2017,15,住院,25~64,嘉義市,0,383,10020
2017,15,住院,25~64,台北市,0,4103,63000
2017,15,住院,25~64,高雄市,0,2317,64000
2017,15,住院,25~64,新北市,0,1380,65000
2017,15,住院,25~64,台中市,0,1980,66000
2017,15,住院,25~64,台南市,0,1227,67000
2017,15,住院,25~64,桃園市,0,2534,68000
2017,15,住院,3~6,宜蘭縣,0,40,10002
2017,15,住院,3~6,新竹縣,0,6,10004
2017,15,住院,3~6,苗栗縣,0,13,10005
